timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2018-04-14 10:25:54.000000,2.384853e+07,1.664395e+07,1.229075e+02,1.392296e+06,8.488174e+01,,,,0
2018-04-14 10:25:55.000000,2.384854e+07,1.664496e+07,1.229083e+02,1.392296e+06,8.488173e+01,,,,0
2018-04-14 10:25:56.000000,2.384855e+07,1.664662e+07,1.229093e+02,1.392296e+06,8.488172e+01,,,,0
2018-04-14 10:25:57.000000,2.384856e+07,1.664560e+07,1.229087e+02,1.392296e+06,8.488171e+01,,,,0
2018-04-14 10:25:58.000000,2.384856e+07,1.664541e+07,1.229088e+02,1.392296e+06,8.488170e+01,,,,0
2018-04-14 10:25:59.000000,2.384862e+07,1.664447e+07,1.229081e+02,1.392296e+06,8.488169e+01,,,,0
2018-04-14 10:26:00.000000,2.384872e+07,1.664439e+07,1.229079e+02,1.392296e+06,8.488169e+01,,,,0
2018-04-14 10:26:01.000000,2.384863e+07,1.664401e+07,1.229075e+02,1.392296e+06,8.488168e+01,,,,0
2018-04-14 10:26:02.000000,2.384853e+07,1.664397e+07,1.229075e+02,1.392297e+06,8.488167e+01,,,,0
2018-04-14 10:26:03.000000,2.384853e+07,1.664499e+07,1.229083e+02,1.392297e+06,8.488166e+01,,,,0
2018-04-14 10:26:04.000000,2.384856e+07,1.664666e+07,1.229093e+02,1.392297e+06,8.488165e+01,,,,0
2018-04-14 10:26:05.000000,2.384857e+07,1.664562e+07,1.229087e+02,1.392297e+06,8.488164e+01,,,,0
2018-04-14 10:26:06.000000,2.384857e+07,1.664447e+07,1.229080e+02,1.392297e+06,8.488164e+01,,,,0
2018-04-14 10:26:07.000000,2.384864e+07,1.664440e+07,1.229080e+02,1.392297e+06,8.488163e+01,,,,0
2018-04-14 10:26:08.000000,2.384872e+07,1.664403e+07,1.229076e+02,1.392297e+06,8.488162e+01,,,,0
2018-04-14 10:26:09.000000,2.384864e+07,1.664489e+07,1.229081e+02,1.392297e+06,8.488161e+01,,,,0
2018-04-14 10:26:10.000000,2.384854e+07,1.664532e+07,1.229086e+02,1.392297e+06,8.488160e+01,,,,0
2018-04-14 10:26:11.000000,2.384854e+07,1.664535e+07,1.229086e+02,1.392297e+06,8.488159e+01,,,,0
2018-04-14 10:26:12.000000,2.384856e+07,1.664644e+07,1.229094e+02,1.392297e+06,8.488159e+01,,,,0
